,"Access to electricity, rural (% of rural population)",Agricultural irrigated land (% of total agricultural land),Agricultural land (% of land area),Agricultural land (sq. km),"Agricultural machinery, tractors","Agricultural machinery, tractors per 100 sq. km of arable land",Agricultural methane emissions (% of total),Agricultural methane emissions (thousand metric tons of CO2 equivalent),Agricultural nitrous oxide emissions (% of total),Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent),Agricultural raw materials exports (% of merchandise exports),Agricultural raw materials imports (% of merchandise imports),"Agriculture, forestry, and fishing, value added (% of GDP)","Agriculture, forestry, and fishing, value added (current US$)","Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)",Arable land (% of land area),Arable land (hectares per person),Arable land (hectares),Average precipitation in depth (mm per year),Cereal production (metric tons),Cereal yield (kg per hectare),Crop production index (2014-2016 = 100),Employment in agriculture (% of total employment) (modeled ILO estimate),"Employment in agriculture, female (% of female employment) (modeled ILO estimate)","Employment in agriculture, male (% of male employment) (modeled ILO estimate)",Fertilizer consumption (% of fertilizer production),Fertilizer consumption (kilograms per hectare of arable land),Food production index (2014-2016 = 100),Forest area (% of land area),Forest area (sq. km),Land area (sq. km),Land under cereal production (hectares),Livestock production index (2014-2016 = 100),Permanent cropland (% of land area),Rural land area (sq. km),Rural land area where elevation is below 5 meters (% of total land area),Rural land area where elevation is below 5 meters (sq. km),Rural population,Rural population (% of total population),Rural population growth (annual %),Rural population living in areas where elevation is below 5 meters (% of total population),Surface area (sq. km)
64,97.76201274,2.629633129,17.39553226,414316.35,,,,6561.7525,,5246.141,0.012085987,1.461473571,9.851117128,20663211051.0,61.60401765,3.147362852,0.197265171,7496200.0,89.0,4912551.0,1813.1,98.82,10.75329468,4.427588821,12.08217988,175.6784969,22.45137536,98.04,0.814866442,19408.0,2381740.0,2709432.0,96.37,0.394249582,,,,11561310.0,30.424,-0.182649747,,2381740.0
65,97.9023321,2.742533369,17.39526565,414310.0,,,,6939.3625,,5466.959,0.01840185,1.582524728,10.28639707,21993343503.0,63.80390576,3.136110575,0.192708143,7469400.0,89.0,3435535.0,1369.2,94.93,9.746313976,3.847609972,10.93259326,40.51467461,25.50405655,96.95,0.818057387,19484.0,2381740.0,2509193.0,100.61,0.407181304,,,,11542390.0,29.779,-0.163783327,,2381740.0
66,98.07131002,2.931419515,17.40592281,414564.0,,,,7036.0425,,5521.2248,0.028116734,1.45755905,11.57870734,19218248687.0,65.84693661,3.133044273,0.18870776,7462100.0,89.0,3761229.6,1400.2,101.74,8.834766885,3.346190199,10.03061133,21.79200794,23.53224963,100.26,0.821247986,19560.0,2381741.0,2686241.0,97.56,0.419986892,2305478.23,0.018287241,423.3195106,11527620.0,29.152,-0.128045042,0.120913453,2381741.0
67,98.26755679,3.047635166,17.36553219,413602.0,,,,6973.4775,,5446.9334,0.035067563,1.421907662,12.2200948,19556332426.0,64.14111044,3.108734325,0.183547922,7404200.0,89.0,3445227.37,1020.4,103.33,8.535154617,3.131312448,9.717412386,14.4756415,21.02860539,102.79,0.821247986,19560.0,2381741.0,3376449.0,101.83,0.42548707,,,,11513248.0,28.541,-0.124752261,,2381741.0
68,98.56863344,3.160412605,17.35501081,413351.408,,,,6878.9375,,5413.2892,0.050556508,1.064179386,11.75608873,19996752904.0,63.76409864,3.136700044,0.181609975,7470807.1,89.0,3478175.14,990.3,104.4,10.16129029,3.953433766,11.49121239,14.4756415,20.8411217,102.87,0.815789794,19430.0,2381741.0,3512157.0,100.15,0.425159159,,,,11496842.0,27.948,-0.142598336,,2381741.0
69,98.94685318,,17.35656799,413388.496,,,,6811.6525,,5508.232,,,11.87437174,20769544917.0,63.76409864,3.149252417,0.178899095,7500703.6,89.0,6066238.69,1952.0,115.36,10.09212698,3.871333996,11.41161014,14.4756415,20.75805262,108.63,0.810331602,19300.0,2381741.0,3107776.0,96.31,0.418095418,,,,11475841.0,27.371,-0.182834594,,2381741.0
70,98.68105626,3.344654916,17.34700415,413160.71,,,,6886.11,,5545.333,,,12.33695281,21189984131.0,63.76409864,3.161804747,0.176338487,7530600.0,89.0,5633592.07,1767.4,121.01,9.798441555,3.688236038,11.08340187,14.4756415,20.67564338,112.36,0.81411035,19390.0,2381741.0,3187485.0,96.52,0.411031678,,,,11449736.0,26.811,-0.227737006,,2381741.0
71,99.12109082,,17.34700415,413160.71,,,,7058.59,,5565.746,,,13.7842387,20089637852.0,63.76409864,3.161804747,0.17330981,7530600.0,89.0,4393330.47,1520.4,120.95,10.0237909,3.641825204,11.34134673,14.4756415,20.67564338,112.5,0.81830896,19490.0,2381741.0,2889582.0,97.06,0.411031678,,,,11413449.0,26.267,-0.317427607,,2381741.0
72,99.28505078,,17.34700415,413160.71,,,,,,,,,12.17565774,19903838465.0,,3.161804747,0.17046053,7530600.0,,2784008.92,1433.7,108.76,10.03309842,3.678404054,11.39083752,14.4756415,20.67564338,104.83,0.822227648,19583.333,2381741.0,1941867.0,97.32,0.411031678,,,,11370967.0,25.739,-0.372904438,,2381741.0
73,,,,,,,,,,,,,11.58518968,22590940278.0,,,,,,4718203.91,1610.4,118.19,9.743230159,3.429784307,11.05221997,,,111.22,,,,2929807.0,98.11,,,,,11328186.0,25.228,-0.376939621,,
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,,11.18,22.36,11.0,44.0,,,,,,,,,,3.75,0.01302219,750.0,,,,,,,,,,,88.82,177.64,200.0,,,7.43,,,,6836.0,11.869,-3.70465911,,200.0
76,,,11.35,22.7,17.0,68.0,,,,,,,,,,3.8,0.013051692,760.0,,,,,,,,,,,88.65,177.3,200.0,,,7.55,209.7692344,17.71291791,39.26654596,6646.0,11.413,-2.818759532,5.713630395,200.0
77,,,11.5,23.0,,,,,,,,,,,,3.85,0.013202112,770.0,,,,,,,,,,,88.5,177.0,200.0,,,7.65,,,,6713.0,11.509,1.003077502,,200.0
78,,,11.65,23.3,30.0,120.0,,,,,,,,,,3.9,0.01340736,780.0,,,,,,,,,78.75641026,,88.35,176.7,200.0,,,7.75,,,,6752.0,11.606,0.579281234,,200.0
79,,,11.8,23.6,36.0,107.7844311,,,,,,,,,,3.95,0.013634559,790.0,,,,,,,,,70.30379747,,88.2,176.4,200.0,,,7.85,,,,6781.0,11.703,0.428582641,,200.0
80,,,11.95,23.9,,,,,,,,,,,,4.0,0.013882622,800.0,,,,,,,,,77.1,,88.05,176.1,200.0,,,7.95,,,,6801.0,11.802,0.294507649,,200.0
81,,,12.1,24.2,,,,,,,,,,,,4.05,0.014147483,810.0,,,,,,,,,63.33333333,,87.9,175.8,200.0,,,8.05,,,,6813.0,11.9,0.17628916,,200.0
82,,,12.25,24.5,,,,,,,,,,,,4.1,0.014427222,820.0,,,,,,,,,64.32926829,,87.75,175.5,200.0,,,8.15,,,,6820.0,12.0,0.102692006,,200.0
83,,,12.4,24.8,,,,,,,,,,,,4.15,0.014720749,830.0,,,,,,,,,64.5060241,,87.6,175.2,200.0,,,8.25,,,,6822.0,12.1,0.029321214,,200.0
84,,,12.55,25.1,,,,,,,,,,,,4.2,0.015029253,840.0,,,,,,,,,86.58333333,,87.45,174.9,200.0,,,8.35,,,,6819.0,12.201,-0.043985046,,200.0
85,,,12.7,25.4,,,,,,,,,,,,4.25,0.015352382,850.0,,,,,,,,,68.94117647,,87.3,174.6,200.0,,,8.45,,,,6812.0,12.303,-0.102707074,,200.0
86,,,12.85,25.7,,,,,,,,,,,,4.3,0.015679411,860.0,,,,,,,,,67.10465116,,87.15,174.3,200.0,,,8.55,,,,6805.0,12.406,-0.10281267,,200.0
87,,,13.0,26.0,,,,,,,,,,,,4.35,0.016019149,870.0,,,,,,,,,53.90804598,,87.0,174.0,200.0,,,8.65,,,,6788.0,12.498,-0.250128873,,200.0
88,,,13.15,26.3,,,,,,,,,,,,4.4,0.016390084,880.0,,,,,,,,,41.19318182,,86.85,173.7,200.0,,,8.75,,,,6754.0,12.58,-0.502142541,,200.0
89,,,13.3,26.6,,,,,,,,,,,,4.45,0.016794037,890.0,,,,,,,,,38.61797753,,86.7,173.4,200.0,,,8.85,,,,6705.0,12.652,-0.728140523,,200.0
90,,,13.45,26.9,,,,,,,,,,,,4.5,0.017235766,900.0,,,,,,,,,29.07777778,,86.55,173.1,200.0,,,8.95,,,,6638.0,12.712,-1.004280344,,200.0
91,,,13.6,27.2,,,,,,,,,,,,4.55,0.017715309,910.0,,,,,,,,,38.23076923,,86.4,172.8,200.0,,,9.05,198.2477988,17.38584586,38.54148249,6556.0,12.762,-1.243005242,4.083524184,200.0
92,,,13.75,27.5,,,,,,,,,,,,4.6,0.0182366,920.0,,,,,,,,,34.19565217,,86.25,172.5,200.0,,,9.15,,,,6458.0,12.802,-1.506098855,,200.0
93,,,13.9,27.8,,,,,,,,,,,,4.65,0.018801933,930.0,,,,,,,,,41.66666667,,86.1,172.2,200.0,,,9.25,,,,6346.0,12.83,-1.749497918,,200.0
94,,,14.05,28.1,,,,,,,,,,,,4.7,0.019411862,940.0,,,,,,,,,34.03191489,,85.95,171.9,200.0,,,9.35,,,,6221.0,12.847,-1.989402763,,200.0
95,,,14.2,28.4,,,,,,,,,,,,4.75,0.020075654,950.0,,,,,,,,,43.63157895,,85.8,171.6,200.0,,,9.45,,,,6082.0,12.853,-2.259707628,,200.0
96,,,14.35,28.7,,,,,,,,,,,,4.8,0.020784169,960.0,,,,,,,,,38.61458333,,85.65,171.3,200.0,,,9.55,,,,5934.0,12.847,-2.463506739,,200.0
97,,,14.5,29.0,,,,,,,,,,,,4.85,0.021538803,970.0,,,,,,,,,,,85.5,171.0,200.0,,,9.65,,,,5778.0,12.831,-2.664091982,,200.0
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5669.0,12.804,-1.90448667,,
99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,100.0,,48.93617021,230.0,,,0.0,0.0,,0.0,0.941968951,0.559174146,,,,2.127659574,0.015231132,1000.0,,,,,,,,,,,34.04255319,160.0,470.0,,,,,,,4815.0,7.334,4.329129203,,470.0
101,100.0,,48.93617021,230.0,,,0.0,0.0,,0.0,1.33411376,0.484753534,0.517055748,7388974.213,,2.127659574,0.01512928,1000.0,,,,,,,,,,,34.04255319,160.0,470.0,,,,408.5788254,0.0,0.0,5027.0,7.605,4.308733946,0.0,470.0
102,100.0,,48.40425532,227.5,,,0.0,0.0,,0.0,0.75318711,0.459556402,0.441953155,6836627.86,,1.595744681,0.011058685,750.0,,,,,,,,,,,34.04255319,160.0,470.0,,,,,,,5388.0,7.944,6.935087384,,470.0
103,100.0,,48.61702128,228.5,,,0.0,0.0,,0.0,0.787928812,0.410149897,0.385887246,6776138.956,,1.808510638,0.011997346,850.0,,,,,,,,,,,34.04255319,160.0,470.0,,,,,,,5922.0,8.359,9.449997113,,470.0
104,100.0,,48.63829787,228.6,,,0.0,0.0,,0.0,0.685623922,0.41366399,0.419117893,9898040.03,,1.829787234,0.011636246,860.0,,,,,,,,,,,34.04255319,160.0,470.0,,,,,,,6499.0,8.793,9.297408923,,470.0
105,100.0,,48.53191489,228.1,354.0,4370.37037,0.0,0.0,,0.0,0.605767196,0.400098915,0.414741998,12006978.2,,1.723404255,0.010528642,810.0,,,,,,,,,,,34.04255319,160.0,470.0,,,,,,,7116.0,9.249,9.069745089,,470.0
106,100.0,,46.38297872,218.0,353.0,4412.5,0.0,0.0,,0.0,0.509891745,,0.380576808,12025568.32,,1.70212766,0.010021797,800.0,,,,,,,,,,,34.04255319,160.0,470.0,,,,,,,7755.0,9.715,8.599202682,,470.0
107,100.0,,46.34042553,217.8,358.0,4589.74359,0.0,0.0,,0.0,0.481631569,0.370718663,0.353522338,12218666.46,,1.659574468,0.00972314,780.0,,,,,,,,,,,34.04255319,160.0,470.0,,,,,,,8177.0,10.193,5.298753855,,470.0
108,100.0,,44.19148936,207.7,357.0,4636.363636,0.0,0.0,,0.0,0.640998763,0.396528379,0.368796684,14576301.81,,1.638297872,0.009850578,770.0,,,,,,,,,,,34.04255319,160.0,470.0,,,,,,,8358.0,10.692,2.189382885,,470.0
109,100.0,,44.17021277,207.6,355.0,4671.052632,0.0,0.0,,0.0,0.79803242,0.430968619,0.406917964,16625773.61,,1.617021277,0.009992768,760.0,,,,,,,,,,,34.04255319,160.0,470.0,,,,,,,8363.0,10.996,0.059805037,,470.0
110,100.0,,44.19148936,207.7,353.0,4584.415584,,0.0,,0.0,0.890578028,0.426937348,0.418928933,15392245.25,,1.638297872,0.010426258,770.0,,,,,,,,,,,34.04255319,160.0,470.0,,,,,,,8189.0,11.088,-2.102542411,,470.0
111,100.0,,42.06382979,197.7,,,,0.0,,0.0,1.636387126,0.382965118,0.466508602,16094200.12,,1.638297872,0.01076637,770.0,,,,,,,,,,,34.04255319,160.0,470.0,,,,,,,7997.0,11.181,-2.372531894,,470.0
112,100.0,,42.06382979,197.7,,,,0.0,,0.0,1.807257487,0.404773502,0.490560827,17803105.17,,1.638297872,0.010911616,770.0,,,,,,,,,,,34.04255319,160.0,470.0,,,,,,,7956.0,11.274,-0.514011036,,470.0
113,100.0,,39.91489362,187.6,,,,0.0,,0.0,1.722690667,0.390370683,0.601164454,19169049.95,,1.617021277,0.010702266,760.0,,,,,,,,,,,34.04255319,160.0,470.0,,,,,,,8073.0,11.369,1.459879942,,470.0
114,100.0,,40.0212766,188.1,,,,0.0,,0.0,1.47171915,0.406498802,0.585558984,18699905.04,,1.723404255,0.011349784,810.0,,,,,,,,,,,34.04255319,160.0,470.0,,,,,,,8181.0,11.463,1.328923212,,470.0
115,100.0,,40.0,188.0,,,,0.0,,0.0,1.397357126,0.432995449,0.537623493,17589354.99,,1.70212766,0.011169908,800.0,,,,,,,,,,,34.04255319,160.0,470.0,,,,,,,8279.0,11.559,1.190779563,,470.0
116,100.0,,40.0212766,188.1,,,,0.0,,0.0,1.58693664,0.395745615,0.51342011,14323818.15,,1.723404255,0.011289828,810.0,,,,,,,,,,,34.04255319,160.0,470.0,,,,409.4971338,0.0,0.0,8362.0,11.655,0.997544478,0.0,470.0
117,100.0,,40.04255319,188.2,,,,0.0,,0.0,1.751604356,0.399784127,0.521999648,15120303.82,,1.744680851,0.011304108,820.0,,,,,,,,,,,34.04255319,160.0,470.0,,,,,,,8525.0,11.752,1.930539024,,470.0
118,100.0,,40.04255319,188.2,,,,0.0,,0.0,1.649945373,0.354954841,0.559538513,16787052.96,,1.744680851,0.011105543,820.0,,,,,,,,,,,34.04255319,160.0,470.0,,,,,,,8750.0,11.85,2.60506772,,470.0
119,100.0,,40.07234043,188.34,,,,0.0,,0.0,1.527381946,0.394279347,0.546367883,17584405.74,,1.754255319,0.010991428,824.5,,,,,,,,,,,34.04255319,160.0,470.0,,,0.020212766,,,,8955.0,11.938,2.315833514,,470.0
120,100.0,,40.00021277,188.001,,,,0.0,,0.0,1.462970813,0.419884503,0.522633248,16489864.27,,1.683191489,0.010362443,791.1,,,,,,,,,,,34.04255319,160.0,470.0,,,0.019148936,,,,9173.0,12.016,2.405235101,,470.0
121,100.0,,39.95170213,187.773,,,,0.0,,0.0,0.849165219,0.366607751,0.55944277,16173504.24,,1.635957447,0.009895753,768.9,,,,,,,,,,,34.04255319,160.0,470.0,,,0.01787234,,,,9389.0,12.084,2.327440475,,470.0
122,100.0,,39.90680851,187.562,,,,,,,1.220611877,0.42445199,0.53361793,17743562.93,,1.590638298,0.00945922,747.6,,,,,,,,,,,34.04255319,160.0,470.0,,,0.018297872,,,,9596.0,12.142,2.18075537,,470.0
123,,,,,,,,,,,0.506996896,0.425063481,0.495686275,16615558.05,,,,,,,,,,,,,,,,,,,,,,,,9730.0,12.189,1.386755122,,
124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,,35.74797465,445670.0,,,62.47201075,13952.0975,98.61717613,13515.5814,,,6.290256828,387034655.5,35.32941465,2.406352771,0.189026948,3000000.0,1010.0,541183.0,620.4,20.9,37.57213959,46.95023331,28.46578984,,1.133333333,27.58,62.45610572,778640.27,1246700.0,872348.0,63.17,0.160423518,,,,8110431.0,51.103,0.930256897,,1246700.0
126,3.473994062,,35.71268148,445230.0,,,62.56521739,14393.4325,98.58757062,13921.3978,,,5.664689564,517163204.7,32.78688525,2.406352771,0.182993086,3000000.0,1010.0,519635.0,564.4,25.49,37.14600674,46.40776094,28.13332353,,0.466666667,32.16,62.33144301,777086.1,1246700.0,920726.0,67.62,0.160423518,1251980.789,0.157532076,1975.438414,8182768.0,49.913,0.88794687,0.28961262,1246700.0
127,9.477076685,,35.62605278,444150.0,,,60.56105611,14680.15,98.55172414,14251.9692,,,8.156377022,728860314.8,30.19462635,2.406352771,0.177079042,3000000.0,1010.0,601120.0,585.4,30.81,36.92514413,46.09833643,27.9938696,,,36.9,61.88621882,771535.49,1246700.0,1026812.0,68.84,0.160423518,,,,8254958.0,48.726,0.878350985,,1246700.0
128,2.759651249,,35.64450148,444380.0,,,59.87795576,15703.55,98.53503185,15438.188,,,5.839549975,892609812.2,27.70393928,2.48656453,0.176979641,3100000.0,1010.0,733819.0,627.2,36.2,36.4258485,44.85287621,28.20627627,,1.659032258,41.72,61.44099463,765984.88,1246700.0,1170009.0,70.71,0.160423518,,,,8326997.0,47.539,0.868889745,,1246700.0
129,2.255916325,,35.69343066,444990.0,,,60.82650273,17806.42,98.66666667,17728.3776,,,6.198384502,1104099923.0,25.30896893,2.646988048,0.182075575,3300000.0,1010.0,736542.08,646.1,40.15,36.15557165,44.81196898,27.71061929,,1.788787879,45.12,60.99577043,760434.27,1246700.0,1140009.0,71.37,0.160423518,,,,8401539.0,46.355,0.891201637,,1246700.0
130,1.653743735,,35.54183043,443100.0,,,58.92267019,17831.685,98.61954721,17825.7938,,,6.250877905,1472210378.0,23.00430176,2.646988048,0.17580193,3300000.0,1010.0,742341.31,491.7,45.52,36.1663353,44.28933103,28.23991239,,4.501515152,48.23,60.55054624,754883.66,1246700.0,1509879.0,63.59,0.160423518,,,,8479480.0,45.173,0.923422382,,1246700.0
131,0.959755702,,35.4399615,441830.0,,,56.95917711,17722.9375,98.54096521,17521.9828,,,5.060402948,1870876565.0,20.78492491,2.646988048,0.169657445,3300000.0,1010.0,914886.0,583.4,49.15,38.1609804,46.13010361,30.38692428,,2.260606061,52.4,60.10532205,749333.05,1246700.0,1568233.0,70.13,0.160423518,,,,8558422.0,44.0,0.92667002,,1246700.0
132,0.664274596,,35.40306409,441370.0,,,52.69403464,16430.255,98.2381531,16132.1108,,,5.191280189,2719245779.0,20.78492491,2.646988048,0.163671479,3300000.0,1010.0,723305.0,445.9,50.36,40.52386406,48.04483494,33.19761342,,3.66,53.64,59.66009786,743782.44,1246700.0,1622092.0,71.46,0.160423518,,,,8717389.0,43.236,1.840393911,,1246700.0
133,,,35.48969279,442450.0,,,52.0380839,17494.65,98.24063564,17271.335,0.000749818,0.685799999,5.242278337,3421447172.0,20.78492491,2.727199807,0.162604083,3400000.0,1010.0,780963.0,464.3,58.33,42.69032052,49.80119276,35.77392451,,3.305,60.96,59.21487367,738231.83,1246700.0,1682171.0,75.34,0.160423518,,,,8881597.0,42.476,1.86616167,,1246700.0
134,6.609390256,,35.44958691,441950.0,,,48.79976581,16669.3325,97.96407186,16319.8806,,,4.805339338,4254583293.0,20.78492491,2.727199807,0.156743266,3400000.0,1010.0,754711.0,652.7,62.17,44.9381526,51.67975806,38.39308017,,8.258823529,64.82,58.76964947,732681.22,1246700.0,1156211.0,78.81,0.160423518,,,,9049269.0,41.718,1.870259779,,1246700.0
135,,,35.79850806,446300.0,,,,16732.8175,,16381.1494,0.000464839,0.68773852,6.621196764,4655177818.0,20.78492491,3.208470362,0.177717164,4000000.0,1010.0,1056844.0,571.4,81.2,47.21854895,53.5374687,41.09695377,,5.47225,80.89,58.32442528,727130.61,1246700.0,1849528.0,80.37,0.188497634,,,,9220494.0,40.966,1.874463434,,1246700.0
136,,,35.97497393,448500.0,,,,17503.85,,17249.134,0.000379226,0.653942162,6.180293498,5179053428.0,20.78492491,3.36889388,0.179762316,4200000.0,1010.0,1181944.0,629.3,86.14,48.68251813,56.65098703,40.97578987,,8.229285714,85.77,57.87920109,721580.0,1246700.0,1878155.0,84.72,0.188497634,,,,9396374.0,40.217,1.889525487,,1246700.0
137,,,36.34876073,453160.0,,,,18023.3075,,17813.9334,,0.639497491,5.84568088,6534871905.0,20.78492491,3.769952675,0.193741642,4700000.0,1010.0,1412826.0,662.4,95.31,51.10221409,60.33482125,42.37677888,,11.98382979,93.77,57.4339761,716029.38,1246700.0,2132989.0,86.97,0.188497634,,,,9575556.0,39.472,1.888973109,,1246700.0
138,,,36.3383332,453030.0,,,,17172.995,,16864.9226,,0.668341918,6.069629991,7772338146.0,20.78492491,3.769952675,0.186594629,4700000.0,1010.0,509545.03,552.0,76.61,53.29248488,63.41332582,43.66394991,,8.876048936,78.69,56.9887511,710478.76,1246700.0,923085.0,89.76,0.204539986,,,,9755929.0,38.732,1.866160149,,1246700.0
139,,,36.48672495,454880.0,,,,17636.3025,,17409.7858,0.00197436,0.538515551,6.50749232,8611957335.0,20.78492491,3.886259726,0.18529849,4845000.0,1010.0,1674598.34,814.4,108.18,55.44006667,66.71552176,44.64664282,,9.369120743,105.73,56.54352611,704928.14,1246700.0,2056204.0,94.03,0.232614101,,,,9935338.0,37.998,1.822269381,,1246700.0
140,,,36.63591883,456740.0,,,,17060.2225,,16843.3176,0.00844074,0.889125894,7.547056779,10261491760.0,20.78492491,4.018609128,0.184677741,5010000.0,1010.0,1823231.03,888.2,94.0,57.59963822,69.52460774,46.11236463,,9.056087824,94.42,56.09830111,699377.52,1246700.0,2052732.0,96.69,0.240635277,,,,10110460.0,37.269,1.747263494,,1246700.0
141,3.815067332,,36.72816235,457890.0,,,,17714.025,,17541.1442,0.033736186,0.689691256,9.122534372,8255567077.0,20.78492491,4.110852651,0.182204595,5125000.0,1010.0,2019544.24,982.4,100.89,56.84990192,67.82101131,46.21697093,,7.694993171,100.7,55.65307612,693826.9,1246700.0,2055726.0,99.8,0.240635277,1250999.883,0.153367802,1923.218787,10281807.0,36.554,1.680549129,0.312737407,1246700.0
142,,,36.75623646,458240.0,,,,17757.685,,17580.9868,0.233867793,0.5528876,9.83116886,5187083683.0,20.78492491,4.288922756,0.183400672,5347000.0,1010.0,2370452.67,852.1,105.11,56.22175339,66.04140208,46.64551938,,6.635911726,104.88,55.20784471,688276.2,1246700.0,2781774.0,103.52,0.248656453,,,,10452268.0,35.851,1.644296557,,1246700.0
143,,,36.71452635,457720.0,,,,18022.0225,,17973.3634,0.26274384,1.061292278,10.01699597,7381539858.0,20.78492491,4.292933344,0.177167927,5352000.0,1010.0,2480756.75,809.0,104.58,55.32027877,64.08224326,46.72125341,,9.773157698,105.13,54.76262934,682725.7,1246700.0,3066375.0,107.46,0.252667041,,,,10621656.0,35.161,1.607594751,,1246700.0
144,7.333448237,,36.7305687,457920.0,,,,16230.375,,16054.1242,0.357367566,0.998518704,8.607741802,6838910103.0,20.78492491,4.296943932,0.171295005,5357000.0,1010.0,2870474.94,948.3,107.34,54.401488,61.87005293,47.02317138,,7.103552361,107.35,54.31740595,677175.1,1246700.0,3026880.0,107.07,0.254271276,,,,10784991.0,34.486,1.526050949,,1246700.0
145,,,36.7987487,458770.0,,,,18037.015,,18059.098,0.055076726,0.956585294,7.882625069,5588620582.0,20.78492491,4.301756638,0.165762141,5363000.0,1010.0,2916348.63,963.1,109.43,53.42332799,59.57800691,47.30226563,,6.652424016,110.28,53.87217454,671624.4,1246700.0,3027940.0,113.83,0.254271276,,,,10942954.0,33.823,1.454033348,,1246700.0
146,,,36.81078046,458920.0,,,,17050.16,,17051.5004,0.092252838,0.957763927,9.946543571,4824228921.0,20.78492491,4.305767225,0.160581607,5368000.0,1010.0,3075673.21,992.3,115.08,55.16415286,60.49896523,49.84254448,,7.849204545,114.88,53.42695115,666073.8,1246700.0,3099418.0,113.25,0.254271276,,,,11089900.0,33.175,1.333900536,,1246700.0
147,,,36.81479105,458970.0,,,,,,,0.00220435,0.933696838,11.48634538,7639008924.0,,4.309777813,0.155722096,5373000.0,,3053114.7,1000.1,116.22,56.70750627,61.27084189,52.11597367,,5.606854644,117.5,52.98172239,660523.133,1246700.0,3052849.0,122.72,0.254271276,,,,11227528.0,32.54,1.233383566,,1246700.0
148,,,,,,,,,,,0.001426722,0.890747322,13.64910946,14574897262.0,,,,,,3173959.08,1033.3,122.45,56.31826113,60.47982016,52.24240887,,,124.09,,,,3071528.0,130.74,,,,,11359649.0,31.919,1.169889508,,
149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,96.00552515,,20.45454545,90.0,,,17.64705882,29.4675,50.0,12.8736,0.024076644,2.740657417,1.667681777,12777777.78,18.46590909,9.090909091,0.054185123,4000.0,1030.0,49.73,1631.7,99.46,,,,,,139.88,21.62727273,95.16,440.0,30.0,243.0,2.272727273,,,,49837.0,67.51,2.250386652,,440.0
151,96.57171859,,20.45454545,90.0,,,16.66666667,29.1025,50.0,12.6054,1.370528492,2.419439233,1.59689853,13196296.3,17.88990826,9.090909091,0.053294251,4000.0,1030.0,48.0,1600.0,99.39,,,,,,140.71,21.47727273,94.5,440.0,30.0,246.16,2.272727273,399.2531734,16.56605162,70.93551538,50942.0,67.873,2.193005061,9.82174066,440.0
152,96.69920954,,20.45454545,90.0,,,16.66666667,29.925,50.0,12.963,,,1.613380836,12914814.81,17.16549296,9.090909091,0.052483107,4000.0,1030.0,50.77,1614.9,98.57,,,,,,143.8,21.325,93.83,440.0,31.0,259.51,2.272727273,,,,52024.0,68.26,2.101741991,,440.0
153,100.0,,20.45454545,90.0,,,16.66666667,30.3925,50.0,13.2014,,,1.730920535,14096296.3,16.83937824,9.090909091,0.051816828,4000.0,1030.0,50.0,1562.5,102.88,,,,,13.0,144.38,21.17272727,93.16,440.0,32.0,250.55,2.272727273,,,,53189.0,68.902,2.214645748,,440.0
154,96.96586989,,20.45454545,90.0,,,15.78947368,30.8225,50.0,13.5888,,,1.748065754,14970370.37,16.3590604,9.090909091,0.051232789,4000.0,1030.0,55.0,1571.4,104.41,,,,,27.25,150.32,21.02045455,92.49,440.0,35.0,267.92,2.272727273,,,,54290.0,69.536,2.048843987,,440.0
